business_id,name,neighborhood,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories
b3HRocvz-PULvord3kUqiQ,"""Sycamore Square Apartments""",,"""1120 S Sycamore""",Mesa,AZ,85202,33.394378,-111.871365,3.0,10,1,Apartments;Home Services;Real Estate;Property Management
HuHWkuqcMZ9CAwa03VX6Ww,"""Chef On The Road""",Southeast,"""7435 S Eastern Ave, Ste 109""",Las Vegas,NV,89123,36.055832,-115.120023,4.5,22,1,Specialty Food;Personal Chefs;Caterers;Event Planning & Services;Food;Food Delivery Services
DgRQufnyhXHfaxFggv124g,"""Foothills Pediatrics""",,"""6301 Mountain Vista St""",Henderson,NV,89014,36.075005,-115.073861,3.5,7,0,Health & Medical;Pediatricians;Doctors
PlEgqANiEcpz_ZjhG4lx5A,"""Bath & Body Works""",Tower City,"""230 W Huron Rd""",Cleveland,OH,44113,41.4979423,-81.6939786,4.5,6,1,Shopping;Cosmetics & Beauty Supply;Beauty & Spas
CN8Wp3W1JUCvc-ardkxfyg,"""Scotmid Co-operative""",Stockbridge,"""35 Raeburn Place""",Edinburgh,EDH,EH4 1HX,55.9589309692,-3.2122809887,4.0,4,1,Grocery;Food;Beer;Wine & Spirits
upGRFVOlCkGz_sb3CXj__A,"""Blue Fig Bar & Grill""",,"""160 W Main St""",Kent,OH,44240,41.1537576,-81.3586144,1.5,3,0,American (Traditional);American (New);Nightlife;Bars;Restaurants
9BQGpsIRhs9cRHuGh9xuJw,"""Toko Japanese Steak House""",,"""1855 State Route 59""",Kent,OH,44240,41.1554880172,-81.3269842509,4.0,41,1,Ramen;Restaurants;Asian Fusion;Steakhouses;Japanese
oyfnyUzZRojY7pths20xlg,"""Ital Vera Pizza""",Pine Grove,"""270 Chancellor Dr""",Woodbridge,ON,L4L 7M1,43.7963652,-79.5599301,3.0,9,1,Pizza;Restaurants
WoPeZiJiUqoz3hd89-Q0CA,"""A&W""",,"""1465 Aerowood Drive""",Mississauga,ON,L4W 1C2,43.6440156,-79.6336972,3.5,6,1,Breakfast & Brunch;Fast Food;Burgers;Restaurants
vZT8FyPWsLEY-7BETi5iCQ,"""Boston Pizza""",Laval,"""2100 Av Pierre-Peladeau""",Laval,QC,H7T 3C2,45.560628,-73.741411,3.0,8,0,Restaurants;Pizza
m1yokqpqCY37hLMvRfB93w,"""Vita Hair for Life""",Sewickley,"""421 Walnut St""",Sewickley,PA,15143,40.540754,-80.182398,5.0,4,1,Hair Salons;Beauty & Spas
YCuzXyxmPBNeeEr7lkWPmA,"""The Exchange""",,"""4725 Great Northern Blvd""",North Olmsted,OH,44070,41.420608,-81.901012,3.5,8,1,Music & DVDs;Shopping;Books;Mags;Music & Video
e-ZkvfbMZi628OKVcoFOAw,"""Sushi Fuku""",Oakland,"""120 Oakland Ave""",Pittsburgh,PA,15213,40.441662,-79.95736,4.0,133,1,Restaurants;Japanese;Sushi Bars
uSPyzqo5yx8wCJpnpO-LXA,"""Lifeline Internal Medicine and Laser Aesthetics""",,"""2075 W Pecos Rd, Ste 2""",Chandler,AZ,85224,33.2927841,-111.8809601,4.5,3,1,Laser Hair Removal;Internal Medicine;Beauty & Spas;Health & Medical;Doctors;Hair Removal
IzwOOLiR1r7YnAK1WR-vDw,"""Beijing Restaurant""",Milliken,"""3278 Midland Avenue""",Toronto,ON,M1V,43.8052686916,-79.2888470739,3.5,6,1,Restaurants;Chinese
9rdkkaK68TpTt0TQC5w7Qw,"""Wallace Espresso""",The Junction,"""1642 Dupont Street""",Toronto,ON,M6P 3T2,43.6648685224,-79.4557559609,3.5,5,1,Food;Cafes;Restaurants;Coffee & Tea
kQ3GadfE4W9sJeWLMQPLew,"""Las Vegas Pain Institute & Medical Center""",Anthem,"""2705 W Horizon Ridge Pkwy""",Henderson,NV,89052,35.9984678,-115.1053306,2.0,12,1,Physical Therapy;Chiropractors;Health & Medical;Doctors;Medical Centers
KHdYW6Wl4wWXW60by60P0A,"""Rebol""",Civic Center,"""101 W Superior Ave""",Cleveland,OH,44113,41.5001274,-81.6929066,4.5,110,1,Beer Bar;Breakfast & Brunch;Nightlife;Restaurants;Cocktail Bars;Bars;Food;Cafes;Coffee & Tea
m041skQCEDIh_OVqOfUorQ,"""The Whitening Lounge""",,"""Salon Boutique, 9689 N Hayden Rd, Ste 42""",Scottsdale,AZ,85258,33.574618,-111.903702,1.0,4,0,Health & Medical;Dentists;Cosmetic Dentists
OFW2HD4_0T2pExMsmFKx-w,"""Quiznos""",,"""4085 William Penn Hwy""",Monroeville,PA,15146,40.4399959,-79.7691629,4.5,3,0,Fast Food;Sandwiches;Delis;Restaurants
6RxtO_MxnLwZ7D7iYDE8Jg,"""Ricks Cafe""",,"""86 N Main St""",Chagrin Falls,OH,44022,41.4320881,-81.3921514,3.0,75,0,Cafes;Bars;Nightlife;Restaurants;Burgers;American (Traditional);Cocktail Bars
gYsVPvhSXgX97_ER1wy5Zw,"""Madeline's Boutique""",,"""1798 Avenue Road""",Toronto,ON,M5M 3Z1,43.7302937,-79.4191201,3.0,14,1,Women's Clothing;Fashion;Bridal;Accessories;Shopping
HSs0y6vZNo-zHtoi_-jAWA,"""PetSmart""",,"""3855 E Thomas Rd""",Phoenix,AZ,85018,33.4788098,-111.9984213,3.5,35,1,Pet Training;Pet Stores;Pet Groomers;Pets;Pet Services
Ap8ol_gh3xNkndeSbT9SEw,"""CJ Trivisonno - Trivisonno Real Estate Team""",,"""29225 Chagrin Blvd""",Cleveland,OH,44122,41.4628958,-81.4722738,5.0,3,1,Marketing;Real Estate Services;Professional Services;Home Services;Real Estate Agents;Real Estate
qOnwPQ4N9dMH52yrhRvj7Q,"""North Valley Ear Nose and Throat Associates""",,"""3805 E Bell Rd, Ste 5800""",Phoenix,AZ,85032,33.6400201,-112.0000097,2.0,15,1,Ear Nose & Throat;Doctors;Health & Medical;Audiologist;Allergists
APXWKd1N-COyUdncd_FdyQ,"""HEK Yeah BBQ""",,"""15044 N Cave Creek Rd, Ste 6""",Phoenix,AZ,85032,33.623899,-112.031235,4.0,231,1,American (Traditional);Local Flavor;Barbeque;Restaurants;Gluten-Free
MZGpgB8-zBMN62p0iNKsKw,"""Ellsworth & Bennion Chtd""",,"""777 N Rainbow Blvd, Ste 270""",Las Vegas,NV,89107,36.1802964,-115.2430056,5.0,3,1,Business Law;General Litigation;Lawyers;Professional Services;Personal Injury Law;Immigration Law
E_fPx58u-RLbismV0fYuoA,"""Mindy Sue Photography""",,"""""",Berea,OH,44017,41.3661614,-81.8543026,5.0,3,1,Event Photography;Photographers;Event Planning & Services
dxWSqxtfObUeblwabGVrxQ,"""A To Z Valleywide Moving""",,"""7350 N Via Paseo Del Sur""",Scottsdale,AZ,85258,33.543276,-111.901695,5.0,6,1,Home Services;Movers
REWOzmARk5FVQFGjDyMvWA,"""Antidote""",Mercier-Hochelaga-Maisonneuve,"""3459 Rue Ontario E""",Montréal,QC,H1W 1R4,45.5438876,-73.5458327,4.0,20,1,Food;Grocery;Juice Bars & Smoothies;Restaurants;Vegan;Delicatessen;Vegetarian
zGWTylnfPBV3nuNhRyFpOw,"""Seven Seas Seafood""",,"""15725 Lorain Ave""",Cleveland,OH,44111,41.451588,-81.8088962,4.0,16,1,Food;Seafood Markets;Restaurants;Specialty Food;Fish & Chips
jn3k_9eWaCQBTPOO8JCGxA,"""Goodyear Auto Service Center""",,"""3265 W Market St, Ste 600""",Fairlawn,OH,44333,41.133560071,-81.6160696458,4.0,3,1,Oil Change Stations;Tires;Automotive;Auto Repair
9No3-qXrVjylvcOrkQ-RFg,"""Honors College - UNLV""",University,"""4505 Maryland Pkwy""",Las Vegas,NV,89154,36.1056011,-115.1416111,4.5,3,1,Education;Colleges & Universities
kFtuYklkAIlmYw8RZAieGw,"""JAB Jewelry Designs""",,"""3220 Washington Rd""",McMurray,PA,15317,40.2904976,-80.1100212,5.0,8,1,Shopping;Jewelry;Appraisal Services;Jewelry Repair;Local Services;Gold Buyers
d4HBZ8FXQerMhcqb18MVWw,"""Amore Limousines""",,"""1824 5th Ave""",McKeesport,PA,15132,40.3525363,-79.8421871,1.0,3,1,Limos;Transportation;Hotels & Travel
pH-J7xJywiqN01QSl7h5mQ,"""Ramada Glendale""",,"""7885 West Arrowhead Town""",Glendale,AZ,85308,33.6411474,-112.2302494,1.5,37,1,Hotels;Event Planning & Services;Hotels & Travel
KSYAPEob8CqFba2zXhtjuA,"""Victoria's Secret""",,"""1800 Sheppard Ave E""",Toronto,ON,M2J 5A7,43.7778782,-79.3446538,2.5,3,1,Lingerie;Fashion;Shopping
UhHuqyWJ5YP9CC8Y-m808g,"""Le Petit Pêcheur""",Côte-des-Neiges,"""5131 Boulevard Decarie""",Montréal,QC,H3W 3C2,45.484233,-73.629563,4.5,3,1,Seafood;Hookah Bars;Restaurants;Bars;Nightlife;Fish & Chips
Q4HPrfRVFnXN5SRCSR8uxg,"""Encore Sundries""",The Strip,"""3131 Las Vegas Blvd S""",Las Vegas,NV,89109,36.1265953,-115.1653651,3.0,12,1,Flowers & Gifts;Gift Shops;Shopping;Hotels & Travel
IqiSPUREhdCpCW9aXXj8-Q,"""Mona Lisa Salon & Spa""",,"""6116 Mayfield Rd""",Mayfield Heights,OH,44124,41.520067,-81.4591415,1.0,3,0,Hair Salons;Day Spas;Beauty & Spas
pOJ40oBO_7PDXyoCDLpP_Q,"""Nick Mayer Marshall Ford""",,"""6200 Mayfield Rd""",Mayfield Heights,OH,44124,41.519266,-81.455388,1.5,3,1,Auto Repair;Car Dealers;Automotive;Auto Parts & Supplies
tUxOHYVW6e1l2frBQ7pAtA,"""Congee Wong""",Unionville,"""8390 Kennedy Road""",Markham,ON,L3R 0W4,43.8612822,-79.3036518,3.5,32,0,Restaurants;Chinese
sthgSWojKTTdOX3FdL4l1A,"""Bank of the West""",,"""701 N Valle Verde Dr""",Henderson,NV,89014,36.068699,-115.068014,1.0,5,1,Financial Services;Banks & Credit Unions
_PIxbGyLZONKMI3MV8sR6w,"""Red Roof Inn Tempe - Phoenix Airport""",,"""2135 W 15th St""",Tempe,AZ,85281,33.4113899,-111.9715475,3.5,48,1,Hotels;Hotels & Travel;Event Planning & Services
RzLlGTOFQZyoFgEpk0Ik0Q,"""Salvation Army""",,"""2324 N Scottsdale Rd""",Tempe,AZ,85281,33.4544126,-111.9270524,3.0,18,1,Shopping;Thrift Stores
lS3luh9QOmqXHVwPok5Dfg,"""Shoe Palace""",,"""7700 W Arrowhead Towne Ctr, Ste 1115""",Glendale,AZ,85308,33.6397913,-112.2245556,3.0,4,1,Fashion;Shopping;Shoe Stores
zwNLJ2VglfEvGu7DDZjJ4g,"""Arriba Mexican Grill""",,"""17211 N 79th Ave""",Glendale,AZ,85308,33.6402142,-112.2293805,3.0,196,1,Mexican;Restaurants
qYk7uFGFYAn1xKj3CUgBBQ,"""Krank Golf""",,"""7425 S Harl Ave, Ste 5""",Tempe,AZ,85283,33.351358,-111.965949,3.5,3,1,Active Life;Golf
8NoduEmQkNRVNY-RwuMy3Q,"""Audi Prestige""",Mont-Royal,"""5905 Transcanadienne Rte""",Saint-Laurent,QC,H4T 1A1,45.4955798,-73.6800367,2.5,3,1,Auto Repair;Automotive;Car Dealers
GU88CBnKQHDsz-U6hpET-A,"""Aerie by American Eagle""",Ville-Marie,"""1035 Rue Saint Catherine O""",Montréal,QC,H3B 2T9,45.5001407,-73.5728117,4.5,6,1,Fashion;Shopping
SvkZohb7zezIqef6oE14rA,"""Pizza Roma""",,"""RR 910""",Pittsburgh,PA,15238,40.5230452,-79.8632834,4.0,4,1,Pizza;Restaurants
IQJxo2vwuxHM7TTBiME4FA,"""Beef Jerky Outlet""",,"""2808 Prairie Lakes Dr, Ste 102""",Sun Prairie,WI,53590,43.1671641,-89.2694132,4.0,4,1,Specialty Food;Food
B_DCj_B5xtPsNQyjzBssRA,"""G-Star Raw Store Scottsdale""",,"""7014 E Camelback Rd""",Scottsdale,AZ,85251,33.5025088,-111.9290233,4.5,8,0,Fashion;Women's Clothing;Shopping;Men's Clothing
XD_gQRcSzDQryGHUre9gzw,"""Ecobee""",Entertainment District,"""333 Adelaide Street W, 6th Floor""",Toronto,ON,M5V 1R5,43.6472466,-79.393036,2.0,7,1,Home Services;Contractors;Electronics;Shopping
W7gCxpG7QX4YOOtpoyw7tQ,"""Northwest Yoga Studio""",Northwest,"""7810 W Ann Rd, Ste 110""",Las Vegas,NV,89149,36.264255,-115.26569,5.0,13,0,Fitness & Instruction;Active Life;Yoga
9xU0kdI_C6mZdJ0IJkgifg,"""Yoko Hama Sushi""",,"""2351 N Rainbow Blvd, Ste 103""",Las Vegas,NV,89108,36.2028521,-115.2430412,2.5,27,0,Japanese;Restaurants;Sushi Bars
q-FFEFn4gHlM3kv2BLuYkg,"""Giovanni's Pizza""",,"""1470 Diederich Blvd""",Russell,OH,44072,38.5060208,-82.7024979,4.0,5,1,Pizza;Sandwiches;Italian;Restaurants
5j-dkDAmSJc5uz7m3fK58g,"""Boom 97.3 FM""",Yonge and St. Clair,"""2 St. Clair Avenue W, 20th Floor""",Toronto,ON,M4V 1L5,43.6883832,-79.3948036,4.0,5,1,Professional Services;Advertising;Mass Media;Radio Stations
le6qyZAW2DCyp0sgbaP2qg,"""Eero & Riley""",,"""7 Easter Rd""",Edinburgh,EDH,EH7 5PH,55.9582672119,-3.1720890999,4.5,5,0,Cards & Stationery;Arts & Crafts;Shopping;Flowers & Gifts;Event Planning & Services
eTZTX_tMvYv974oS0P0XOA,"""Henderson Bird Viewing Preserve""",,"""350 E Galleria Dr""",Henderson,NV,89011,36.0721001153,-115.001235008,4.5,27,1,Parks;Active Life
r02SOYnce6hLnpdScdTOvA,"""Wing Sun Coffee & Chinese Restaurant""",Mississauga Valley,"""925 Rathburn Road E""",Mississauga,ON,L4W 4C3,43.6160832,-79.6175759,3.5,7,1,Restaurants;Chinese
nLw4Sh4XsBaH6OU2zGEoUw,"""Accurate Mobile Mechanics""",,"""""",Henderson,NV,89015,36.0552472,-114.9279547,1.5,7,1,Smog Check Stations;Commercial Truck Repair;RV Repair;Automotive;Auto Repair
mGLqKC-YjKI6cwax91X7Og,"""Semi-Chem""",,"""136 Portobello High St""",Edinburgh,EDH,EH15 1AH,55.9532628,-3.1149924,3.5,3,1,Cosmetics & Beauty Supply;Drugstores;Shopping;Beauty & Spas;Discount Store
odkdHuhEfloGmiGOvxvaqw,"""Tng Photography""",,"""1066 Harpy Eagle Ave""",Henderson,NV,89015,36.0147008,-114.947745,5.0,3,1,Photographers;Event Planning & Services;Event Photography;Session Photography
wbTAIu8hL92hVIyLZ-X7Dw,"""Haagen Dazs Shop""",South Park,"""4400 Sharon Rd, Ste G40, South Park Mall Charlotte NC""",Charlotte,NC,28211,35.1539472324,-80.831776262,2.5,3,1,Juice Bars & Smoothies;Ice Cream & Frozen Yogurt;Food
Ez05DSwlSQC1Lu-ibi-U-w,"""Inka Fest""",,"""2909 S Dobson Rd, Ste 21""",Mesa,AZ,85202,33.3620756977,-111.876130056,3.5,34,0,Peruvian;Restaurants
27em6DLFmC0YqbJfpjWLPw,"""Dynamite Auto Sales Inc""",,"""3050 E Van Buren St""",Phoenix,AZ,85008,33.4518092,-112.0154603,2.0,11,1,Car Dealers;Automotive
YjUdHrFtMHbPOETkVI6GGg,"""VM Stoneworks""",,"""1747N Alma School""",Mesa,AZ,85206,33.4469916,-111.8554643,5.0,3,1,Contractors;Home Services;Countertop Installation
RMzLb1JFPrMbIJDM6AUyNQ,"""Jimmy John's""",,"""14725 Detroit Ave""",Lakewood,OH,44107,41.4845820386,-81.7993455872,3.0,15,1,Delis;Food;Sandwiches;Food Delivery Services;Restaurants
CELtWt1ygao81JWDwWRvSQ,"""Raw Remedies""",Downtown,"""203 E Colorado Ave""",Las Vegas,NV,89104,36.1558346,-115.1521676,4.5,21,1,Beauty & Spas;Hair Salons
swaWJONnU5wI1YXN7zqzlQ,"""A Clear Difference Window Cleaning, LLC""",,"""""",Lakewood,OH,44107,41.4836446,-81.806039,5.0,4,1,Home Services;Window Washing
4Nj2ktP2NjCbv2aKeH3ZBg,"""Vesta Coffee Roasters""",Downtown,"""1114 S Casino Center Blvd""",Las Vegas,NV,89104,36.158305,-115.152506,4.5,128,1,Restaurants;Coffee Roasteries;Food;Breakfast & Brunch;Coffee & Tea;Cafes
j5B94nQ9oGWT7lZgT9FN9w,"""Enterprise Rent-A-Car""",,"""6821 E Wilkinson Blvd""",Belmont,NC,28012,35.251778,-81.04706,3.0,9,1,Hotels & Travel;Car Rental
0KfP4yz5xHgAZB1jk2wdzg,"""Roses""",,"""4601 Northfield Rd""",Warrensville Heights,OH,44128,41.433866,-81.525801,1.5,3,1,Shopping;Discount Store
UeVecIL7VEv-5rARqe_4vw,"""Am Fasanenwald""",,"""Giebelstr. 66""",Stuttgart,BW,70499,48.8083,9.0883,3.5,7,1,Restaurants;German
xExez3LxEULhqXE9lorcAQ,"""Bella Bridesmaids""",,"""1752 N Highland Rd""",Pittsburgh,PA,15241,40.3496435,-80.0524988,4.0,8,1,Women's Clothing;Bridal;Fashion;Shopping
HgVT1yitPP3cHERiZyZTmg,"""Gideon Tree Care""",,"""""",Phoenix,AZ,85224,33.3260297,-111.8747445,5.0,3,1,Home Services;Tree Services
H7_QV4LceybuWhuuIhlp_w,"""Hi Shanghai Restaurant""",Milliken,"""Splendid China Mall, 4675 Steeles Ave E""",Scarborough,ON,M1V 4S5,43.8245265,-79.3033537,3.5,16,0,Restaurants;Chinese;Dim Sum
A2QCvZI5cPl5LrmSlZDijA,"""Nice One Nails Sherway""",Etobicoke,"""148 N Queen Street""",Toronto,ON,M9C 1A8,43.6194062983,-79.5550754294,2.0,16,1,Beauty & Spas;Hair Removal;Waxing;Skin Care;Nail Salons
